1403636585963555584.000000,4.709591343,-1.825961688,0.814298807,-0.623834426,-0.425535348,0.390112294,0.526842172
1403636586013555456.000000,4.705607488,-1.812376699,0.819735665,-0.608883989,-0.433141719,0.404883139,0.526989737
1403636586063555584.000000,4.714815512,-1.829188009,0.829092946,-0.603053446,-0.426900594,0.409718369,0.534989048
1403636586113555456.000000,4.711604943,-1.826669290,0.815234733,-0.595105828,-0.424741125,0.415733094,0.540934399
1403636586163555584.000000,4.709013487,-1.844005740,0.822685894,-0.591311639,-0.418356734,0.415435557,0.550219489
1403636586213555456.000000,4.717062637,-1.832458730,0.822531965,-0.579737382,-0.424099418,0.426447060,0.549715523
1403636586263555584.000000,4.717393340,-1.844617771,0.827728106,-0.577886345,-0.415818525,0.423515150,0.560158232
1403636586313555456.000000,4.723982507,-1.840511651,0.821680205,-0.567114742,-0.417944375,0.431396302,0.563560644
1403636586363555584.000000,4.729709481,-1.842294738,0.835104914,-0.557551919,-0.418718321,0.438653810,0.566915920
1403636586413555456.000000,4.725486349,-1.848400932,0.825975209,-0.554035045,-0.410432037,0.434695966,0.579335938
1403636586463555584.000000,4.731050886,-1.841902872,0.832918511,-0.543795293,-0.412698428,0.445536813,0.579192226
1403636586513555456.000000,4.735297426,-1.841760614,0.829077482,-0.537178904,-0.410924408,0.452169462,0.581483219
1403636586563555584.000000,4.752986100,-1.851265575,0.831317921,-0.539203375,-0.399758795,0.444935370,0.592861824
1403636586613555456.000000,4.749818251,-1.842360761,0.830529852,-0.533962087,-0.402255621,0.452166701,0.590440665
1403636586663555584.000000,4.753449194,-1.848691594,0.842621239,-0.536058369,-0.398674268,0.446469862,0.595285575
1403636586713555456.000000,4.759465433,-1.842014906,0.831292665,-0.539901811,-0.396722383,0.442326707,0.596208411
1403636586763555584.000000,4.755298542,-1.833077513,0.846527759,-0.540132287,-0.401214436,0.442443549,0.592897795
1403636586813555456.000000,4.762700499,-1.833350429,0.843213528,-0.546717092,-0.397607819,0.434019126,0.595513091
1403636586863555584.000000,4.765252785,-1.824899186,0.839208098,-0.551738613,-0.395170558,0.429194903,0.596000393
1403636586913555456.000000,4.747610806,-1.822225920,0.842546820,-0.550949737,-0.399584102,0.434747966,0.589729717
1403636586963555584.000000,4.743428696,-1.822100614,0.845741154,-0.552291455,-0.400703877,0.435302391,0.587300928
1403636587013555456.000000,4.754490429,-1.820436246,0.844067865,-0.556594160,-0.396020240,0.431924647,0.588907471
1403636587063555584.000000,4.757778284,-1.823215765,0.845943852,-0.557523327,-0.393787944,0.431423976,0.589891641
1403636587113555456.000000,4.756459840,-1.817497092,0.833536701,-0.558320185,-0.390181232,0.431392661,0.591555196
1403636587163555584.000000,4.735563470,-1.815847290,0.838746958,-0.551155502,-0.396943707,0.443672731,0.584651874
1403636587213555456.000000,4.752009268,-1.808793546,0.848016000,-0.557473112,-0.386211163,0.432106962,0.594431023
1403636587263555584.000000,4.743573028,-1.809193691,0.851279318,-0.552438625,-0.391911507,0.438800014,0.590484110
1403636587313555456.000000,4.749910567,-1.788809975,0.840645076,-0.555642890,-0.386917965,0.432484018,0.595409977
1403636587363555584.000000,4.746475886,-1.785014867,0.834728028,-0.551971092,-0.391482542,0.437959837,0.591828111
1403636587413555456.000000,4.742349166,-1.763754280,0.834046090,-0.545178929,-0.399836959,0.447284380,0.585531404
1403636587463555584.000000,4.745728832,-1.757252126,0.844512021,-0.544973399,-0.398497338,0.443412149,0.589567241
1403636587513555456.000000,4.750606397,-1.744950513,0.839932970,-0.546612783,-0.395135592,0.437971908,0.594359267
1403636587563555584.000000,4.752323569,-1.726774100,0.838862870,-0.543020699,-0.399308730,0.441770275,0.592047366
1403636587613555456.000000,4.749580618,-1.705262134,0.843322804,-0.533182162,-0.412748198,0.455003056,0.581659631
1403636587663555584.000000,4.751430231,-1.694949377,0.841787895,-0.532177039,-0.417361278,0.455740274,0.578703694
1403636587713555456.000000,4.756872644,-1.678017955,0.844283580,-0.535334139,-0.417324103,0.450373421,0.580018736
1403636587763555584.000000,4.768383170,-1.654374655,0.845874845,-0.541442486,-0.413935543,0.438607979,0.585764834
1403636587813555456.000000,4.769180097,-1.643383313,0.850991949,-0.539706759,-0.419825797,0.440230511,0.581945025
1403636587863555584.000000,4.769016927,-1.611675885,0.842033247,-0.532502809,-0.430258405,0.450711700,0.572867723
1403636587913555456.000000,4.776259322,-1.599098981,0.841568840,-0.533049063,-0.427997257,0.448191983,0.576021694
1403636587963555584.000000,4.790616537,-1.579434486,0.844302784,-0.534199311,-0.422444082,0.443344115,0.582767612
1403636588013555456.000000,4.782556310,-1.566519361,0.841347366,-0.521262839,-0.431322987,0.460188076,0.574867348
1403636588063555584.000000,4.785796110,-1.558128907,0.834489999,-0.516492079,-0.431507249,0.463118804,0.576678767
1403636588113555456.000000,4.795190190,-1.543630915,0.837512558,-0.515214807,-0.429157756,0.461133072,0.581148530
1403636588163555584.000000,4.789449095,-1.530071482,0.826704346,-0.510150743,-0.432507633,0.469006854,0.576815341
1403636588213555456.000000,4.804148009,-1.519749072,0.828775540,-0.513680727,-0.428325182,0.463376279,0.581336454
1403636588263555584.000000,4.796635098,-1.515741237,0.833693330,-0.512374085,-0.430931060,0.465244764,0.579066947
1403636588313555456.000000,4.805131606,-1.512603900,0.824283325,-0.514361499,-0.430857709,0.461890335,0.580044137
1403636588363555584.000000,4.807780949,-1.501874007,0.824211265,-0.515871194,-0.431174777,0.459917497,0.580035447
1403636588413555456.000000,4.805624794,-1.509873860,0.820245284,-0.516895126,-0.431943516,0.457817951,0.580212850
1403636588463555584.000000,4.808844021,-1.504181671,0.819393665,-0.516781671,-0.432790418,0.457385064,0.580024190
1403636588513555456.000000,4.796963513,-1.509350729,0.820671048,-0.517702780,-0.431024186,0.457122269,0.580724733
1403636588563555584.000000,4.812209352,-1.518261043,0.818808848,-0.514381106,-0.434826559,0.462700501,0.576408005
1403636588613555456.000000,4.798561421,-1.517500159,0.825048866,-0.518613276,-0.430468401,0.457073262,0.580363040
1403636588663555584.000000,4.799847049,-1.545996510,0.825268079,-0.517442894,-0.432552849,0.459311149,0.578086631
1403636588713555456.000000,4.795184753,-1.540187179,0.823034290,-0.519737152,-0.429166092,0.454824424,0.582086335
1403636588763555584.000000,4.800967720,-1.558166421,0.828127062,-0.516989461,-0.430806619,0.459851073,0.579365640
1403636588813555456.000000,4.782288229,-1.572034940,0.834396130,-0.524384589,-0.420075666,0.448914842,0.589094817
1403636588863555584.000000,4.800466775,-1.585606701,0.838059341,-0.515417049,-0.430421240,0.462822087,0.578686908
1403636588913555456.000000,4.782510266,-1.611353335,0.832137214,-0.522369914,-0.422136142,0.451468491,0.587458043
1403636588963555584.000000,4.782715900,-1.626819858,0.823924042,-0.522049545,-0.423085623,0.451687647,0.586891044
1403636589013555456.000000,4.774074837,-1.650295125,0.828601075,-0.527053636,-0.419071278,0.446680019,0.589127058
1403636589063555584.000000,4.774047329,-1.673705652,0.839558805,-0.528868365,-0.419981279,0.448520172,0.585443108
1403636589113555456.000000,4.771216045,-1.680600636,0.835759173,-0.532954251,-0.417811062,0.444948584,0.586015734
1403636589163555584.000000,4.758336330,-1.717976735,0.835503908,-0.537449865,-0.414949438,0.439412003,0.588117079
1403636589213555456.000000,4.761461208,-1.733723545,0.844938431,-0.536210425,-0.417924826,0.444087994,0.583612092
1403636589263555584.000000,4.756496635,-1.758926483,0.844828181,-0.537226863,-0.416475580,0.443389447,0.584244117
1403636589313555456.000000,4.745810297,-1.788678197,0.849613961,-0.540071393,-0.410975624,0.440953678,0.587351497
1403636589363555584.000000,4.742509038,-1.808180436,0.849745098,-0.540104596,-0.408738899,0.440987295,0.588854603
1403636589413555456.000000,4.738165479,-1.824380743,0.855470616,-0.541157595,-0.404939100,0.442089844,0.589685808
1403636589463555584.000000,4.735421825,-1.851745398,0.851008752,-0.540826749,-0.404677175,0.444010635,0.588725205
1403636589513555456.000000,4.721852559,-1.882525510,0.853174852,-0.543975961,-0.401330626,0.440304655,0.590893978
1403636589563555584.000000,4.724615083,-1.892807430,0.854174099,-0.544065440,-0.402930449,0.441513269,0.588817360
1403636589613555456.000000,4.714633970,-1.923446622,0.844507832,-0.546509885,-0.401374405,0.438751190,0.589680359
1403636589663555584.000000,4.709076215,-1.950523349,0.854721185,-0.548376510,-0.400107951,0.438825046,0.588752418
1403636589713555456.000000,4.708542685,-1.962282183,0.852499334,-0.549203458,-0.399892939,0.438636244,0.588268173
1403636589763555584.000000,4.703809385,-1.993102460,0.839644010,-0.548879009,-0.399587192,0.436522986,0.590347010
1403636589813555456.000000,4.688339520,-2.009611974,0.844366923,-0.552666837,-0.391276426,0.431124664,0.596316736
1403636589863555584.000000,4.687369712,-2.028155409,0.850487704,-0.552716496,-0.388331284,0.430322617,0.598770185
1403636589913555456.000000,4.686512541,-2.048036210,0.843122272,-0.551980778,-0.385479555,0.430212897,0.601364778
1403636589963555584.000000,4.678866687,-2.067891629,0.842230388,-0.552464903,-0.382874401,0.426702193,0.605074345
1403636590013555456.000000,4.678712779,-2.085768173,0.832621336,-0.552797979,-0.382099687,0.423952458,0.607189045
1403636590063555584.000000,4.673599872,-2.092010181,0.841433435,-0.557313390,-0.379989644,0.420708084,0.606641875
1403636590113555456.000000,4.677909519,-2.101728378,0.844721153,-0.559770174,-0.380488100,0.418819879,0.605372668
1403636590163555584.000000,4.670193428,-2.106594396,0.840805595,-0.562877026,-0.379852932,0.414768866,0.605679776
1403636590213555456.000000,4.673923883,-2.106518838,0.836149638,-0.565277956,-0.380356651,0.413426284,0.604043341
1403636590263555584.000000,4.673966459,-2.117291989,0.844703012,-0.565963949,-0.379564994,0.413204308,0.604050846
1403636590313555456.000000,4.675142040,-2.120180873,0.853334471,-0.565670873,-0.379194098,0.414164201,0.603900915
1403636590363555584.000000,4.668490627,-2.108796456,0.848386071,-0.563932933,-0.380526080,0.417140605,0.602638586
1403636590413555456.000000,4.686995391,-2.109713206,0.842888559,-0.564277322,-0.378908552,0.417787421,0.602887290
1403636590463555584.000000,4.674359525,-2.088686741,0.850010251,-0.561089292,-0.383891924,0.424374155,0.598090607
1403636590513555456.000000,4.683881219,-2.072371213,0.855164491,-0.561212965,-0.384789760,0.426034329,0.596214390
1403636590563555584.000000,4.688975710,-2.058263550,0.846024822,-0.561357470,-0.386806418,0.428892210,0.592714145
1403636590613555456.000000,4.709679580,-2.049679979,0.853088129,-0.564430649,-0.384942032,0.424717621,0.594013988
1403636590663555584.000000,4.708884148,-2.026314029,0.855043861,-0.561815414,-0.388776870,0.429841852,0.590298202
1403636590713555456.000000,4.712816426,-2.000679517,0.846938004,-0.559825992,-0.391138877,0.433771309,0.587747981
1403636590763555584.000000,4.718911954,-2.001062894,0.859171512,-0.557955793,-0.391691888,0.433143082,0.589618409
1403636590813555456.000000,4.726023819,-1.976799509,0.846659020,-0.555360548,-0.391800360,0.434991751,0.590634673
1403636590863555584.000000,4.728362341,-1.951652227,0.851687759,-0.551110515,-0.394235795,0.436824299,0.591641673
1403636590913555456.000000,4.741228445,-1.919775497,0.851675672,-0.549440733,-0.393599754,0.436465505,0.593878756
1403636590963555584.000000,4.752547194,-1.903000871,0.844211611,-0.549468144,-0.391938327,0.436408558,0.594993006
1403636591013555456.000000,4.748605135,-1.875381961,0.850863816,-0.546270414,-0.395770908,0.439667316,0.592998039
1403636591063555584.000000,4.756691965,-1.854587244,0.844651909,-0.547450140,-0.395677591,0.437974765,0.593224825
1403636591113555456.000000,4.760183870,-1.841195420,0.851966468,-0.547270737,-0.396359115,0.436141148,0.594285362
1403636591163555584.000000,4.767033978,-1.816376143,0.838748941,-0.547232026,-0.396812120,0.436130438,0.594026509
1403636591213555456.000000,4.768067746,-1.793170870,0.840816620,-0.545242138,-0.398486544,0.437233772,0.593924333
1403636591263555584.000000,4.778300432,-1.768348449,0.842109519,-0.544216273,-0.398302859,0.436641003,0.595422636
1403636591313555456.000000,4.781719764,-1.755271480,0.834564968,-0.542893250,-0.398513647,0.438139235,0.595388783
